geneID	geneSymb	ORF	SGD_id
gene4812	YMR134W	YMR134W	S000004741
gene4813	GID8	YMR135C	S000004742
gene4814	AAT2	YLR027C	S000004017
gene4816	YLR352W	NA	NA
gene4817	ASI1	YMR119W	S000004725
gene4819	TUB2	YFL037W	S000001857
gene482	APD1	YBR151W	S000000355
gene4820	RIC1	YLR039C	S000004029
gene4823	RRB1	YMR131C	S000004738
gene4824	PRP6	YBR055C	S000000259
gene4827	SAP190	YKR028W	S000001736
gene4828	BCH2	YKR027W	S000001735
gene4829	YNR029C	NA	NA
gene4832	YOL098C	YOL098C	S000005458
gene4834	CDC3	YLR314C	S000004306
gene4837	POM33	YLL023C	S000003946
gene4841	RAD2	YGR258C	S000003490
gene4842	PFS1	YHR185C	S000001228
gene4843	MMM1	YLL006W	S000003929
gene4844	IKI1	YHR187W	S000001230
gene4846	SPO75	YLL005C	S000003928
gene485	RAX2	YLR084C	S000004074
gene4858	GRE2	YOL151W	S000005511
gene486	TFC8	YPL007C	S000005928
gene4863	ADH6	YMR318C	S000004937
gene4865	NCE103	YNL036W	S000004981
gene4866	SGA1	YIL099W	S000001361
gene4868	IDH1	YNL037C	S000004982
gene487	DCD1	YHR144C	S000001187
gene4873	SAN1	YDR143C	S000002550
gene4874	CHK1	YBR274W	S000000478
gene4876	SHM1	YBR263W	S000000467
gene4877	RGS2	YOR107W	S000005633
gene488	FMP41	YNL168C	S000005112
gene4881	GOR1	YNL274C	S000005218
gene4882	AIM23	YJL131C	S000003667
gene4883	YJL132W	NA	NA
gene4884	YKR051W	NA	NA
gene4885	GCR1	YPL075W	S000005996
gene4887	DPL1	YDR294C	S000002702
gene4888	HDA2	YDR295C	S000002703
gene4889	SEC23	YPR181C	S000006385
gene489	SKO1	YNL167C	S000005111
gene4890	YAP1	YML007W	S000004466
gene4891	ACB1	YGR037C	S000003269
gene4892	MAM33	YIL070C	S000001332
gene4893	CLB4	YLR210W	S000004200
gene4895	YCR051W	NA	NA
gene4898	MKT1	YNL085W	S000005029
gene49	PEA2	YER149C	S000000951
gene490	AEP3	YPL005W	S000005926
gene4900	SNN1	YNL086W	S000005030
gene4901	MSS2	YDL107W	S000002265
gene4903	ADE12	YNL220W	S000005164
gene4905	SEE1	NA	NA
gene4906	YRB2	YIL063C	S000001325
gene491	NCR1	YPL006W	S000005927
gene4910	YPL034W	NA	NA
gene4914	TUB3	YML124C	S000004593
gene4917	GAT1	YFL021W	S000001873
gene4918	HSP12	YFL014W	S000001880
gene4919	SIC1	YLR079W	S000004069
gene492	CAT5	YOR125C	S000005651
gene4920	RGD2	YFL047W	S000001847
gene4921	RNH1	YMR234W	S000004847
gene4923	SWP82	YFL049W	S000001845
gene4924	FUS1	YCL027W	S000000532
gene4925	SKG3	YLR187W	S000004177
gene4926	SWI6	YLR182W	S000004172
gene4928	BNI1	YNL271C	S000005215
gene493	FRQ1	YDR373W	S000002781
gene4932	MCD1	YDL003W	S000002161
gene4933	YNL320W	NA	NA
gene4935	MRPL25	YGR076C	S000003308
gene4936	ARG8	YOL140W	S000005500
gene4937	VNX1	YNL321W	S000005265
gene4938	SPE4	YLR146C	S000004136
gene4939	UBX3	YDL091C	S000002249
gene494	MTH1	YDR277C	S000002685
gene4943	GPI11	YDR302W	S000002710
gene4944	OMS1	YDR316W	S000002724
gene4948	ASM4	YDL088C	S000002246
gene4950	SRB2	YHR041C	S000001083
gene4952	MAK16	YAL025C	S000000023
gene4953	DRS2	YAL026C	S000000024
gene4955	SAM4	YPL273W	S000006194
gene4956	PRO2	YOR323C	S000005850
gene4957	ISR1	YPR106W	S000006310
gene4958	UTP14	YML093W	S000004558
gene4959	FHL1	YPR104C	S000006308
gene4960	PRE2	YPR103W	S000006307
gene4964	YPR011C	NA	NA
gene4965	YGR021W	NA	NA
gene4966	VMA7	YGR020C	S000003252
gene4969	UGA1	YGR019W	S000003251
gene4970	YGR017W	NA	NA
gene4971	ACK1	YDL203C	S000002362
gene4972	PHO23	YNL097C	S000005041
gene4974	RGD1	YBR260C	S000000464
gene4980	CPS1	YJL172W	S000003708
gene4982	SFC1	YJR095W	S000003856
gene4983	RPP1B	YDL130W	S000002288
gene4984	RKM1	YPL208W	S000006129
gene4986	POP4	YBR257W	S000000461
gene4987	AIM22	YJL046W	S000003582
gene4988	SPR1	YOR190W	S000005716
gene4989	VPS51	YKR020W	S000001728
gene4990	ALY2	YJL084C	S000003620
gene4991	EXO70	YJL085W	S000003621
gene4994	RPC34	YNR003C	S000005286
gene4995	ALY1	YKR021W	S000001729
gene4996	ACM1	YPL267W	S000006188
gene4997	PLC1	YPL268W	S000006189
gene4999	SRM1	YGL097W	S000003065
gene5	YFL040W	NA	NA
gene50	TPS2	YDR074W	S000002481
gene500	YGL138C	NA	NA
gene5000	HIS7	YBR248C	S000000452
gene5002	PET112	YBL080C	S000000176
gene5005	ILS1	YBL076C	S000000172
gene5006	GLE2	YER107C	S000000909
gene5008	ALG3	YBL082C	S000000178
gene5009	SRB5	YGR104C	S000003336
gene5010	PCP1	YGR101W	S000003333
gene5011	GTF1	YGR102C	S000003334
gene5012	NOP7	YGR103W	S000003335
gene5013	MRD1	YPR112C	S000006316
gene5014	MUM3	YOR298W	S000005824
gene5015	RNA1	YMR235C	S000004848
gene5016	MBF1	YOR298C-A	S000007253
gene5018	PUB1	YNL016W	S000004961
gene5019	YNR040W	NA	NA
gene502	BMS1	YPL217C	S000006138
gene5022	BXI1	YNL305C	S000005249
gene5024	SUP45	YBR143C	S000000347
gene5025	MAK5	YBR142W	S000000346
gene5026	YBR141C	YBR141C	S000000345
gene5027	INM2	YDR287W	S000002695
gene5028	RPT2	YDL007W	S000002165
gene5029	PTC1	YDL006W	S000002164
gene503	SAR1	YPL218W	S000006139
gene5031	SDH1	YKL148C	S000001631
gene5032	PUF6	YDR496C	S000002904
gene5033	RPC25	YKL144C	S000001627
gene5034	RPT1	YKL145W	S000001628
gene5035	DBR1	YKL149C	S000001632
gene5036	MCR1	YKL150W	S000001633
gene5039	CTK2	YJL006C	S000003543
gene504	SEC27	YGL137W	S000003105
gene5040	BET4	YJL031C	S000003568
gene5041	NOP9	YJL010C	S000003547
gene5043	COA1	YIL157C	S000001419
gene5044	TFB1	YDR311W	S000002719
gene5045	SWA2	YDR320C	S000002728
gene5047	BUD21	YOR078W	S000005604
gene5048	YKU80	YMR106C	S000004712
gene5049	SLD2	YKL108W	S000001591
gene505	MRM2	YGL136C	S000003104
gene5056	PXL1	YKR090W	S000001798
gene5057	TVP38	YKR088C	S000001796
gene5058	PEX12	YMR026C	S000004628
gene5059	RRN3	YKL125W	S000001608
gene506	RPL1A	YPL220W	S000006141
gene5060	ECM29	YHL030W	S000001022
gene5061	UBI4	YLL039C	S000003962
gene5062	ENT4	YLL038C	S000003961
gene5063	PRP19	YLL036C	S000003959
gene5064	EMC2	YJR088C	S000003848
gene5065	STE18	YJR086W	S000003846
gene5069	JSN1	YJR091C	S000003851
gene507	TDP1	YBR223C	S000000427
gene5070	GRR1	YJR090C	S000003850
gene5072	VMA13	YPR036W	S000006240
gene5073	TIF5	YPR041W	S000006245
gene5074	YJR084W	NA	NA
gene5078	ERD2	YBL040C	S000000136
gene5079	PRE7	YBL041W	S000000137
gene508	GSH1	YJL101C	S000003637
gene5080	PMT6	YGR199W	S000003431
gene5081	ELP2	YGR200C	S000003432
gene5083	YOR389W	NA	NA
gene5084	TSC13	YDL015C	S000002173
gene5085	SMD1	YGR074W	S000003306
gene5087	GUT1	YHL032C	S000001024
gene509	LSG1	YGL099W	S000003067
gene5091	AIM25	YJR100C	S000003861
gene5092	RSM26	YJR101W	S000003862
gene5094	VPS25	YJR102C	S000003863
gene5095	URA7	YBL039C	S000000135
gene5097	AMS1	YGL156W	S000003124
gene5098	CDC43	YGL155W	S000003123
gene5099	YDL119C	YDL119C	S000002277
gene51	APN2	YBL019W	S000000115
gene5100	LYS5	YGL154C	S000003122
gene5101	PEX14	YGL153W	S000003121
gene5102	LYS4	YDR234W	S000002642
gene5103	NHP2	YDL208W	S000002367
gene5105	SEC26	YDR238C	S000002646
gene5106	MRPL7	YDR237W	S000002645
gene5107	GLE1	YDL207W	S000002366
gene5108	FMN1	YDR236C	S000002644
gene5109	YPR114W	NA	NA
gene511	MDN1	YLR106C	S000004096
gene5111	RPF1	YHR088W	S000001130
gene5112	FMC1	YIL098C	S000001360
gene5113	PRP42	YDR235W	S000002643
gene5114	NCP1	YHR042W	S000001084
gene5116	NOP1	YDL014W	S000002172
gene5117	SLX5	YDL013W	S000002171
gene512	RPL12A	YEL054C	S000000780
gene5121	MCK1	YNL307C	S000005251
gene5122	MRPS18	YNL306W	S000005250
gene5123	RPL25	YOL127W	S000005487
gene5125	NTH1	YDR001C	S000002408
gene5128	COQ1	YBR003W	S000000207
gene5129	YDR514C	NA	NA
gene513	MAK10	YEL053C	S000000779
gene5132	COS111	YBR203W	S000000407
gene5133	YPR109W	NA	NA
gene5134	RPC40	YPR110C	S000006314
gene5137	YBL095W	YBL095W	S000000191
gene5138	BNA4	YBL098W	S000000194
gene5139	UTP22	YGR090W	S000003322
gene514	ATP5	YDR298C	S000002706
gene5140	PDR12	YPL058C	S000005979
gene5141	YLH47	YPR125W	S000006329
gene5143	ZDS2	YML109W	S000004577
gene5144	RCE1	YMR274C	S000004887
gene5146	TPO4	YOR273C	S000005799
gene5148	GAL10	YBR019C	S000000223
gene5149	GRX2	YDR513W	S000002921
gene515	RML2	YEL050C	S000000776
gene5150	LSB5	YCL034W	S000000539
gene5151	GLO1	YML004C	S000004463
gene5153	PDI1	YCL043C	S000000548
gene5154	MRPL32	YCR003W	S000000596
gene5155	CDC10	YCR002C	S000000595
gene5156	GLG1	YKR058W	S000001766
gene5157	GID7	YCL039W	S000000544
gene5158	CUE2	YKL090W	S000001573
gene5160	APM1	YPL259C	S000006180
gene5164	BIM1	YER016W	S000000818
gene5165	AFG3	YER017C	S000000819
gene5169	MDL1	YLR188W	S000004178
gene517	YDR415C	NA	NA
gene5172	RCY1	YJL204C	S000003740
gene5173	ECM25	YJL201W	S000003737
gene5175	NUC1	YJL208C	S000003744
gene5176	MET2	YNL277W	S000005221
gene5179	GRH1	YDR517W	S000002925
gene518	VMA8	YEL051W	S000000777
gene5180	EMI1	YDR512C	S000002920
gene5181	YIP5	YGL161C	S000003129
gene5183	FYV7	YLR068W	S000004058
gene519	SYF1	YDR416W	S000002824
gene5197	RBA50	YDR527W	S000002935
gene52	CGR1	YGL029W	S000002997
gene520	AFG1	YEL052W	S000000778
gene5200	DFG16	YOR030W	S000005556
gene5201	YME1	YPR024W	S000006228
gene5204	MCM7	YBR202W	S000000406
gene5206	PTC7	YHR076W	S000001118
gene5207	NMD2	YHR077C	S000001119
gene5208	MRPL35	YDR322W	S000002730
gene5209	ZRC1	YMR243C	S000004856
gene5211	PHO80	YOL001W	S000005361
gene5212	YPT7	YML001W	S000004460
gene5213	KAR3	YPR141C	S000006345
gene5214	RRP15	YPR143W	S000006347
gene5215	PAF1	YBR279W	S000000483
gene5216	DPB11	YJL090C	S000003626
gene5217	MRPL23	YOR150W	S000005676
gene5218	RPB7	YDR404C	S000002812
gene522	UTP4	YDR324C	S000002732
gene5222	PHO88	YBR106W	S000000310
gene5223	FAR8	YMR029C	S000004631
gene5226	UBP6	YFR010W	S000001906
gene5227	LAS21	YJL062W	S000003598
gene5228	FMP21	NA	NA
gene5229	NUP82	YJL061W	S000003597
gene523	YMR087W	NA	NA
gene5230	SEA4	YBL104C	S000000200
gene5231	NTO1	YPR031W	S000006235
gene5232	RTG3	YBL103C	S000000199
gene5234	HNT1	YDL125C	S000002283
gene5235	CDC48	YDL126C	S000002284
gene5236	PCL2	YDL127W	S000002285
gene5238	VCX1	YDL128W	S000002286
gene5243	YPK9	YOR291W	S000005817
gene5245	SNF2	YOR290C	S000005816
gene5246	EDS1	YBR033W	S000000237
gene5247	TAF7	YMR227C	S000004840
gene5248	MTF1	YMR228W	S000004841
gene5249	RPS6A	YPL090C	S000006011
gene5251	YOR292C	NA	NA
gene526	SRB8	YCR081W	S000000677
gene53	SEC13	YLR208W	S000004198
gene530	SWD2	YKL018W	S000001501
gene531	HCS1	YKL017C	S000001500
gene532	ATP7	YKL016C	S000001499
gene537	VPS13	YLL040C	S000003963
gene538	FMT1	YBL013W	S000000109
gene539	YMR155W	NA	NA
gene542	CWH41	YGL027C	S000002995
gene544	QCR6	YFR033C	S000001929
gene547	YBT1	YLL048C	S000003971
gene550	SEH1	YGL100W	S000003068
gene552	PRB1	YEL060C	S000000786
gene553	THP1	YOL072W	S000005433
gene556	TRM10	YOL093W	S000005453
gene557	RTC2	YBR147W	S000000351
gene558	NUP116	YMR047C	S000004650
gene559	IDP1	YDL066W	S000002224
gene56	YIL067C	NA	NA
gene564	ATS1	YAL020C	S000000018
gene565	OPI10	YOL032W	S000005392
gene566	MSE1	YOL033W	S000005393
gene567	TOP3	YLR234W	S000004224
gene568	LIP2	YLR239C	S000004229
gene570	SMC5	YOL034W	S000005394
gene572	MDM10	YAL010C	S000000008
gene573	SPO7	YAL009W	S000000007
gene574	YTH1	YPR107C	S000006311
gene575	COG4	YPR105C	S000006309
gene578	RBG1	YAL036C	S000000034
gene579	FUN12	YAL035W	S000000033
gene58	LHS1	YKL073W	S000001556
gene582	INN1	YNL152W	S000005096
gene583	RPC31	YNL151C	S000005095
gene584	PGA2	YNL149C	S000005093
gene585	ALF1	YNL148C	S000005092
gene586	FUR1	YHR128W	S000001170
gene587	ARP1	YHR129C	S000001171
gene590	PHO4	YFR034C	S000001930
gene591	YGR125W	NA	NA
gene594	SLH1	YGR271W	S000003503
gene595	EFG1	YGR271C-A	S000007608
gene596	HUA1	YGR268C	S000003500
gene597	MIH1	YMR036C	S000004639
gene598	IMP2	YMR035W	S000004638
gene60	BUB2	YMR055C	S000004659
gene601	YET1	YKL065C	S000001548
gene603	SOL1	YNR034W	S000005317
gene605	PTC6	YCR079W	S000002133
gene606	SOR1	YJR159W	S000003920
gene607	XKS1	YGR194C	S000003426
gene608	ARR3	YPR201W	S000006405
gene609	RNR1	YER070W	S000000872
gene610	THI73	YLR004C	S000003994
gene612	YDR306C	NA	NA
gene614	DAL5	YJR152W	S000003913
gene615	SRB7	YDR308C	S000002716
gene616	VMA22	YHR060W	S000001102
gene618	PIB1	YDR313C	S000002721
gene619	SSF2	YDR312W	S000002720
gene62	RGP1	YDR137W	S000002544
gene620	RRP3	YHR065C	S000001107
gene621	UTR2	YEL040W	S000000766
gene622	COP1	YDL145C	S000002304
gene623	JHD1	YER051W	S000000853
gene624	RSM18	YER050C	S000000852
gene625	PKP1	YIL042C	S000001304
gene626	LDB17	YDL146W	S000002305
gene628	RPN5	YDL147W	S000002306
gene629	SNF3	YDL194W	S000002353
gene63	RPP0	YLR340W	S000004332
gene630	NUS1	YDL193W	S000002352
gene631	RPL35A	YDL191W	S000002350
gene632	UFD2	YDL190C	S000002349
gene633	RBS1	YDL189W	S000002348
gene634	RDI1	YDL135C	S000002294
gene638	YDL186W	NA	NA
gene639	VMA1	YDL185W	S000002344
gene64	RSN1	YMR266W	S000004879
gene640	YDL183C	NA	NA
gene641	SRF1	YDL133W	S000002291
gene642	CDC53	YDL132W	S000002290
gene644	VPS54	YDR027C	S000002434
gene65	PPA2	YMR267W	S000004880
gene650	QCR7	YDR529C	S000002937
gene651	APA2	YDR530C	S000002938
gene652	CAB1	YDR531W	S000002939
gene655	PRD1	YCL057W	S000000562
gene658	MRC1	YCL061C	S000000566
gene66	NUP188	YML103C	S000004571
gene660	KRR1	YCL059C	S000000564
gene661	PRM1	YNL279W	S000005223
gene663	EMG1	YLR186W	S000004176
gene664	LCD1	YDR499W	S000002907
gene666	YLR177W	NA	NA
gene668	GIN4	YDR507C	S000002915
gene669	LYP1	YNL268W	S000005212
gene67	PRP24	YMR268C	S000004881
gene670	RPL5	YPL131W	S000006052
gene671	GIP3	YPL137C	S000006058
gene675	STE50	YCL032W	S000000537
gene676	RRP7	YCL031C	S000000536
gene68	TMA23	YMR269W	S000004882
gene680	ATG22	YCL038C	S000000543
gene685	LAG1	YHL003C	S000000995
gene687	YGR111W	NA	NA
gene688	YPR1	YDR368W	S000002776
gene689	YPR022C	YPR022C	S000006226
gene690	UFD4	YKL010C	S000001493
gene691	MRT4	YKL009W	S000001492
gene692	MIF2	YKL089W	S000001572
gene693	SPS1	YDR523C	S000002931
gene696	UFD1	YGR048W	S000003280
gene697	TFC4	YGR047C	S000003279
gene698	IST1	YNL265C	S000005209
gene7	FMO1	YHR176W	S000001219
gene70	DBP5	YOR046C	S000005572
gene700	RTG1	YOL067C	S000005428
gene701	SFT2	YBL102W	S000000198
gene702	NAT1	YDL040C	S000002198
gene703	SIR2	YDL042C	S000002200
gene705	CDC45	YLR103C	S000004093
gene707	REX3	YLR107W	S000004097
gene711	HAC1	YFL031W	S000001863
gene713	SNU23	YDL098C	S000002256
gene715	MRPS8	YMR158W	S000004767
gene716	TPP1	YMR156C	S000004765
gene719	ARG4	YHR018C	S000001060
gene72	YKR070W	NA	NA
gene720	DED81	YHR019C	S000001061
gene721	YHR020W	NA	NA
gene722	SLM5	YCR024C	S000000618
gene725	YEL020C	YEL020C	S000000746
gene726	NPP1	YCR026C	S000000621
gene728	HIS2	YFR025C	S000001921
gene729	PDR5	YOR153W	S000005679
gene731	MPS3	YJL019W	S000003556
gene734	FYV8	YGR196C	S000003428
gene736	YHR140W	NA	NA
gene738	RGI2	YIL057C	S000001319
gene74	MET1	YKR069W	S000001777
gene740	KAP123	YER110C	S000000912
gene741	ERG24	YNL280C	S000005224
gene744	LOC1	YFR001W	S000001897
gene745	YDR476C	NA	NA
gene746	ECM2	YBR065C	S000000269
gene75	ETT1	YOR051C	S000005577
gene750	EHT1	YBR177C	S000000381
gene751	CHO1	YER026C	S000000828
gene752	SHY1	YGR112W	S000003344
gene754	DAL82	YNL314W	S000005258
gene755	VPH2	YKL119C	S000001602
gene756	SRT1	YMR101C	S000004707
gene757	IMD2	YHR216W	S000001259
gene759	YOR283W	NA	NA
gene76	BET3	YKR068C	S000001776
gene761	ADE4	YMR300C	S000004915
gene762	ATG33	YLR356W	S000004348
gene763	ILV5	YLR355C	S000004347
gene765	RME1	YGR044C	S000003276
gene767	UBP13	YBL067C	S000000163
gene768	PRS4	YBL068W	S000000164
gene769	UBC6	YER100W	S000000902
gene77	GPT2	YKR067W	S000001775
gene770	RPS8B	YER102W	S000000904
gene773	NHP10	YDL002C	S000002160
gene774	UTP20	YBL004W	S000000100
gene778	MAK11	YKL021C	S000001504
gene779	LYS1	YIR034C	S000001473
gene78	YIF1	YNL263C	S000005207
gene780	PDX3	YBR035C	S000000239
gene781	PST2	YDR032C	S000002439
gene782	DCC1	YCL016C	S000000521
gene783	BUD3	YCL014W	S000000520
gene785	SGF29	YCL010C	S000000516
gene786	MRP7	YNL005C	S000004950
gene788	MSS4	YDR208W	S000002616
gene789	MVD1	YNR043W	S000005326
gene79	POL2	YNL262W	S000005206
gene790	CSM1	YCR086W	S000000682
gene791	YCR087C-A	NA	NA
gene792	COX16	YJL003W	S000003540
gene794	DHH1	YDL160C	S000002319
gene795	STE7	YDL159W	S000002318
gene796	FOL3	YMR113W	S000004719
gene797	APL2	YKL135C	S000001618
gene798	YDL156W	YDL156W	S000002315
gene801	TAF1	YGR274C	S000003506
gene802	PRC1	YMR297W	S000004912
gene803	CHS7	YHR142W	S000001184
gene806	PPN1	YDR452W	S000002860
gene807	YMR244C-A	YMR244C-A	S000004857
gene808	PSD1	YNL169C	S000005113
gene809	APC1	YNL172W	S000005116
gene810	MOB2	YFL034C-B	S000001859
gene811	RPO41	YFL036W	S000001858
gene812	SNF7	YLR025W	S000004015
gene813	SED5	YLR026C	S000004016
gene814	YFH1	YDL120W	S000002278
gene816	COF1	YLL050C	S000003973
gene819	SLM3	YDL033C	S000002191
gene820	KHA1	YJL094C	S000003630
gene822	MGM101	YJR144W	S000003905
gene825	KCC4	YCL024W	S000000529
gene830	FTR1	YER145C	S000000947
gene831	FET5	YFL041W	S000001853
gene832	YMR099C	NA	NA
gene833	SBA1	YKL117W	S000001600
gene834	YLR224W	YLR224W	S000004214
gene835	HEK2	YBL032W	S000000128
gene837	PFK2	YMR205C	S000004818
gene839	RBD2	YPL246C	S000006167
gene840	HOM6	YJR139C	S000003900
gene841	KTR4	YBR199W	S000000403
gene843	BRR2	YER172C	S000000974
gene844	OTU2	YHL013C	S000001005
gene845	YLF2	YHL014C	S000001006
gene848	GDS1	YOR355W	S000005882
gene849	CIR2	YOR356W	S000005883
gene850	NRD1	YNL251C	S000005195
gene851	YMR114C	NA	NA
gene852	YKL133C	NA	NA
gene856	MED11	YMR112C	S000004718
gene857	HFD1	YMR110C	S000004716
gene858	SRO7	YPR032W	S000006236
gene859	SAF1	YBR280C	S000000484
gene86	ARD1	YHR013C	S000001055
gene860	YBL107C	YBL107C	S000000203
gene861	PKH3	YDR466W	S000002874
gene862	SOD2	YHR008C	S000001050
gene863	AHA1	YDR214W	S000002622
gene864	YGL176C	NA	NA
gene865	YAT1	YAR035W	S000000080
gene868	FIG1	YBR040W	S000000244
gene869	QDR3	YBR043C	S000000247
gene87	TRS31	YDR472W	S000002880
gene871	FAT1	YBR041W	S000000245
gene874	BNA2	YJR078W	S000003839
gene876	ARP7	YPR034W	S000006238
gene880	YGR210C	NA	NA
gene882	VID28	YIL017C	S000001279
gene883	TPO3	YPR156C	S000006360
gene884	SNL1	YIL016W	S000001278
gene885	MTR3	YGR158C	S000003390
gene886	CHO2	YGR157W	S000003389
gene887	GTR2	YGR163W	S000003395
gene89	AHC1	YOR023C	S000005549
gene893	PTR3	YFR029W	S000001925
gene894	EDC3	YEL015W	S000000741
gene897	DIA4	YHR011W	S000001053
gene898	IMH1	YLR309C	S000004300
gene899	RMT2	YDR465C	S000002873
gene90	YOR021C	YOR021C	S000005547
gene900	CDC25	YLR310C	S000004301
gene902	RRP6	YOR001W	S000005527
gene903	NFU1	YKL040C	S000001523
gene905	SGT2	YOR007C	S000005533
gene906	YML002W	NA	NA
gene907	TSR3	YOR006C	S000005532
gene909	PRE1	YER012W	S000000814
gene91	YOR022C	YOR022C	S000005548
gene910	PRP22	YER013W	S000000815
gene911	MSL1	YIR009W	S000001448
gene912	TAP42	YMR028W	S000004630
gene914	MPE1	YKL059C	S000001542
gene915	YMR027W	NA	NA
gene916	POS5	YPL188W	S000006109
gene917	RPD3	YNL330C	S000005274
gene918	PFA3	YNL326C	S000005270
gene919	IQG1	YPL242C	S000006163
gene92	AIM31	NA	NA
gene921	HSP82	YPL240C	S000006161
gene923	MCH2	YKL221W	S000001704
gene924	PEX6	YNL329C	S000005273
gene925	SRP68	YPL243W	S000006164
gene926	SUI3	YPL237W	S000006158
gene928	YAR1	YPL239W	S000006160
gene93	KGD2	YDR148C	S000002555
gene931	ECM1	YAL059W	S000000055
gene932	THI22	YPR121W	S000006325
gene933	MCM4	YPR019W	S000006223
gene934	LSB6	YJL100W	S000003636
gene935	BUD16	YEL029C	S000000755
gene936	DUG2	YBR281C	S000000485
gene938	POL32	YJR043C	S000003804
gene94	YLR132C	YLR132C	S000004122
gene940	MRPL8	YJL063C	S000003599
gene941	AIM5	NA	NA
gene942	TSC10	YBR265W	S000000469
gene943	TKL1	YPR074C	S000006278
gene944	LTP1	YPR073C	S000006277
gene946	LYS2	YBR115C	S000000319
gene947	RAD16	YBR114W	S000000318
gene95	IGO2	YHR132W-A	S000007496
gene951	CLC1	YGR167W	S000003399
gene952	RTT103	YDR289C	S000002697
gene953	HIS4	YCL030C	S000000535
gene954	BIK1	YCL029C	S000000534
gene956	RKM3	YBR030W	S000000234
gene959	DID2	YKR035W-A	S000006435
gene960	GZF3	YJL110C	S000003646
gene963	PUN1	YLR414C	S000004406
gene964	YPR098C	NA	NA
gene965	ARP4	YJL081C	S000003617
gene967	MRPL51	YPR100W	S000006304
gene969	YKR017C	YKR017C	S000001725
gene97	SWI4	YER111C	S000000913
gene970	AHP1	YLR109W	S000004099
gene971	YKR018C	NA	NA
gene972	HMI1	YOL095C	S000005455
gene976	RCR2	YDR003W	S000002410
gene977	SPO11	YHL022C	S000001014
gene978	NMA1	YLR328W	S000004320
gene979	TAF10	YDR167W	S000002574
gene980	SPT15	YER148W	S000000950
gene982	DAL81	YIR023W	S000001462
gene983	ARC19	YKL013C	S000001496
gene984	PRP40	YKL012W	S000001495
gene985	SEC11	YIR022W	S000001461
gene986	YHB1	YGR234W	S000003466
gene987	YJR107W	YJR107W	S000003868
gene988	YJL163C	NA	NA
gene989	SUV3	YPL029W	S000005950
gene990	CDC7	YDL017W	S000002175
gene991	BUD14	YAR014C	S000000069
gene992	TPO1	YLL028W	S000003951
gene993	YPR003C	NA	NA
gene994	HSV2	YGR223C	S000003455
gene995	CDC16	YKL022C	S000001505
gene996	PAN6	YIL145C	S000001407
gene997	MRPL20	YKR085C	S000001793
gene999	SIF2	YBR103W	S000000307
